id	title	original_steps_list	steps	labels_list
282127	"""Beer-Marinated Deer Jerky"""	"[""Removing all fat and gristle from venison."", ""Mix venison with beer, soy sauce, Worcestershire, salt, garlic, curry powder, black pepper, and ginger together in a medium stainless steel bowl. Cover and refrigerate for at least 8 hours, or overnight."", ""Remove venison from the marinade and shake off excess. Discard the remaining marinade."", ""Place the meat on the racks of a dehydrator, so that there is room for the air to flow evenly over all of the pieces."", ""Let dehydrate to desired consistency according to individual appliance instructions, 6 to 8 hours.""]"	"""Removing all fat and gristle from venison. Mix venison with beer, soy sauce, Worcestershire, salt, garlic, curry powder, black pepper, and ginger together in a medium stainless steel bowl. Cover and refrigerate for at least 8 hours, or overnight. Remove venison from the marinade and shake off excess. Discard the remaining marinade. Place the meat on the racks of a dehydrator, so that there is room for the air to flow evenly over all of the pieces. Let dehydrate to desired consistency according to individual appliance instructions, 6 to 8 hours. """	[42, 246, 333, 451]
244772	"""Greek Turkey Burgers"""	"[""Preheat an outdoor grill for medium-high heat and lightly oil the grate."", ""Combine turkey, bread crumbs, spinach, Greek dressing, feta cheese, onion, egg, salt, and black pepper together in a bowl; form into patties."", ""Cook turkey burgers on preheated grill until no longer pink in the center and the juices run clear, 5 to 10 minutes per side. An instant-read thermometer inserted into the center should read at least 165 degrees F (74 degrees C).""]"	"""Preheat an outdoor grill for medium-high heat and lightly oil the grate. Combine turkey, bread crumbs, spinach, Greek dressing, feta cheese, onion, egg, salt, and black pepper together in a bowl; form into patties. Cook turkey burgers on preheated grill until no longer pink in the center and the juices run clear, 5 to 10 minutes per side. An instant-read thermometer inserted into the center should read at least 165 degrees F (74 degrees C). """	[72, 214]
282794	"""Whole Smoked Cauliflower"""	"[""Preheat an outdoor smoker to 250 degrees F (120 degrees C). Add hickory and apple wood chips according to manufacturer's instructions."", ""Rub cauliflower head with olive oil and season with seasoned salt and pepper."", ""Place on the rack of the preheated smoker and smoke until tender, about 2 hours."", ""Whisk mayonnaise and barbeque sauce together in a small bowl until smooth."", ""Transfer cauliflower to a serving dish. Drizzle mayo mixture over top before serving.""]"	"""Preheat an outdoor smoker to 250 degrees F (120 degrees C). Add hickory and apple wood chips according to manufacturer's instructions. Rub cauliflower head with olive oil and season with seasoned salt and pepper. Place on the rack of the preheated smoker and smoke until tender, about 2 hours. Whisk mayonnaise and barbeque sauce together in a small bowl until smooth. Transfer cauliflower to a serving dish. Drizzle mayo mixture over top before serving. """	[134, 212, 293, 368]
223594	"""Chocolate Pretzel Treats"""	"[""Preheat oven to 175 degrees F ( 80 degrees C)."", ""Arrange pretzels on a baking sheet. Place a candy kiss on the center of each pretzel."", ""Warm pretzels in the preheated oven until candy kiss is shiny and slightly softened, 2 minutes."", ""Place a candy-coated chocolate piece atop the candy kiss on each pretzel; press down. Chill in the refrigerator for 10 minutes.""]"	"""Preheat oven to 175 degrees F ( 80 degrees C). Arrange pretzels on a baking sheet. Place a candy kiss on the center of each pretzel. Warm pretzels in the preheated oven until candy kiss is shiny and slightly softened, 2 minutes. Place a candy-coated chocolate piece atop the candy kiss on each pretzel; press down. Chill in the refrigerator for 10 minutes. """	[46, 132, 228]
229467	"""Chocolate Chip Cookies with Truvia&reg; Baking Blend"""	"[""Preheat oven to 375 degrees F."", ""Combine flour, salt and baking soda in a small bowl."", ""Beat butter, Truvia&reg; Baking Blend and vanilla (and optional molasses) in a separate large mixing bowl. Mix in egg."", ""Gradually stir in flour mixture. Stir in chocolate chips."", ""Drop rounded tablespoons on cookie sheets and press down to slightly flatten."", ""Bake for 9 to 11 minutes or until lightly browned.""]"	"""Preheat oven to 375 degrees F. Combine flour, salt and baking soda in a small bowl. Beat butter, Truvia&reg; Baking Blend and vanilla (and optional molasses) in a separate large mixing bowl. Mix in egg. Gradually stir in flour mixture. Stir in chocolate chips. Drop rounded tablespoons on cookie sheets and press down to slightly flatten. Bake for 9 to 11 minutes or until lightly browned. """	[30, 83, 202, 260, 338]
48734	"""Apple Glazed Pork Chops"""	"[""Preheat oven to 375 degrees F (190 degrees C)."", ""In a medium skillet over medium heat, brown pork chops about 5 minutes on each side."", ""In a small bowl, mix apple, applesauce, and onion soup mix. Place the browned pork chops in a medium baking dish. Top with the apple mixture."", ""Bake pork chops about 30 minutes in the preheated oven, to an internal temperature of 145 degrees F (63 degrees C).""]"	"""Preheat oven to 375 degrees F (190 degrees C). In a medium skillet over medium heat, brown pork chops about 5 minutes on each side. In a small bowl, mix apple, applesauce, and onion soup mix. Place the browned pork chops in a medium baking dish. Top with the apple mixture. Bake pork chops about 30 minutes in the preheated oven, to an internal temperature of 145 degrees F (63 degrees C). """	[46, 131, 273]
282926	"""Grilled Lobster Tails"""	"[""Preheat an outdoor grill for medium heat and lightly oil the grate."", ""Cut down the tops of each lobster tail to prevent them from curling up as they cook."", ""Mix butter, seafood seasoning, lemon juice, garlic, and pepper together in a bowl."", ""Place lobster tails, shell-sides down, on the preheated grill for 5 minutes. Turn over and brush with butter mixture. Continue to cook until shells are bright red and meat is opaque, 5 to 7 minutes more.""]"	"""Preheat an outdoor grill for medium heat and lightly oil the grate. Cut down the tops of each lobster tail to prevent them from curling up as they cook. Mix butter, seafood seasoning, lemon juice, garlic, and pepper together in a bowl. Place lobster tails, shell-sides down, on the preheated grill for 5 minutes. Turn over and brush with butter mixture. Continue to cook until shells are bright red and meat is opaque, 5 to 7 minutes more. """	[67, 152, 235]
245073	"""Ranch Meatloaf"""	"[""Preheat oven to 350F."", ""Mix all ingredients together in a bowl, but avoid excessive handling for a moist meatloaf. Form into a loaf and place in a baking dish or loaf pan."", ""Bake for 40-45 minutes or until the internal temperature reaches 165 degrees F."", ""Remove from oven and let the meatloaf stand covered for 10-15 minutes before slicing.""]"	"""Preheat oven to 350F. Mix all ingredients together in a bowl, but avoid excessive handling for a moist meatloaf. Form into a loaf and place in a baking dish or loaf pan. Bake for 40-45 minutes or until the internal temperature reaches 165 degrees F. Remove from oven and let the meatloaf stand covered for 10-15 minutes before slicing. """	[21, 169, 249]
15811	"""Cheesy Chicken"""	"[""Preheat oven to 350 degrees F (175 degrees C)."", ""Place chicken breasts in a 9x13 inch baking dish. Spread soup over chicken, sprinkle cheese over soup and top with croutons."", ""Bake at 350 degrees F (175 degrees C) for 45 to 50 minutes or until chicken is cooked through and no longer pink inside.""]"	"""Preheat oven to 350 degrees F (175 degrees C). Place chicken breasts in a 9x13 inch baking dish. Spread soup over chicken, sprinkle cheese over soup and top with croutons. Bake at 350 degrees F (175 degrees C) for 45 to 50 minutes or until chicken is cooked through and no longer pink inside. """	[46, 171]
234896	"""Southwest Summer Salad"""	"[""Combine rice, chicken, tomato, cilantro, green onions, and avocado together in a bowl."", ""Whisk canola oil, lime juice, lime zest, garlic, jalapeno pepper, salt, oregano, cumin, and chili powder together in a bowl; pour over rice mixture and toss to coat. Chill in refrigerator, about 1 hour."", ""Place lettuce in a serving bowl; top with rice mixture.""]"	"""Combine rice, chicken, tomato, cilantro, green onions, and avocado together in a bowl. Whisk canola oil, lime juice, lime zest, garlic, jalapeno pepper, salt, oregano, cumin, and chili powder together in a bowl; pour over rice mixture and toss to coat. Chill in refrigerator, about 1 hour. Place lettuce in a serving bowl; top with rice mixture. """	[86, 289]
164992	"""Hot Dog Roll Up"""	"[""Place hot dogs between two paper towels and microwave on high for 20 seconds. Remove from towels and reserve the hot dogs hot."", ""Lay one slice of American cheese on the center of each tortilla."", ""Place hot hot dogs on top of each slice of cheese. Roll up each tortilla/cheese/hot dog by simply rolling from one end to the other."", ""Place all four hot dog roll ups in the microwave and cook for an additional 10 to 12 seconds to fully melt the cheese and warm the tortillas."", ""Remove from microwave and serve each hot dog roll up whole.""]"	"""Place hot dogs between two paper towels and microwave on high for 20 seconds. Remove from towels and reserve the hot dogs hot. Lay one slice of American cheese on the center of each tortilla. Place hot hot dogs on top of each slice of cheese. Roll up each tortilla/cheese/hot dog by simply rolling from one end to the other. Place all four hot dog roll ups in the microwave and cook for an additional 10 to 12 seconds to fully melt the cheese and warm the tortillas. Remove from microwave and serve each hot dog roll up whole. """	[126, 191, 324, 466]
220961	"""Leftover Ham -n- Potato Casserole"""	"[""Place potatoes into a large pot and cover with salted water; bring to a boil. Reduce heat to medium-low and simmer until tender, about 20 minutes. Drain."", ""Preheat oven to 350 degrees F (175 degrees C)."", ""Grease a 1 1/2-quart baking dish."", ""Melt 3 tablespoons butter in a skillet over medium heat. Stir in the ham and onion; cook and stir until the onion has softened and turned translucent, about 5 minutes."", ""Stir potatoes into ham mixture; transfer to the prepared baking dish."", ""Melt 1/4 cup butter in a saucepan over medium heat. Stir flour into melted butter until smooth."", ""Gradually whisk milk into flour mixture; season with salt and black pepper. Continue cooking and stirring until thickened, about 2 minutes."", ""Reduce heat to medium-low and stir Cheddar cheese into the white sauce until melted."", ""Pour sauce over ham and potatoes."", ""Sprinkle bread crumbs atop casserole."", ""Bake in the preheated oven until sauce is bubbly and browned, 25 to 30 minutes.""]"	"""Place potatoes into a large pot and cover with salted water; bring to a boil. Reduce heat to medium-low and simmer until tender, about 20 minutes. Drain. Preheat oven to 350 degrees F (175 degrees C). Grease a 1 1/2-quart baking dish. Melt 3 tablespoons butter in a skillet over medium heat. Stir in the ham and onion; cook and stir until the onion has softened and turned translucent, about 5 minutes. Stir potatoes into ham mixture; transfer to the prepared baking dish. Melt 1/4 cup butter in a saucepan over medium heat. Stir flour into melted butter until smooth. Gradually whisk milk into flour mixture; season with salt and black pepper. Continue cooking and stirring until thickened, about 2 minutes. Reduce heat to medium-low and stir Cheddar cheese into the white sauce until melted. Pour sauce over ham and potatoes. Sprinkle bread crumbs atop casserole. Bake in the preheated oven until sauce is bubbly and browned, 25 to 30 minutes. """	[153, 200, 234, 402, 472, 568, 708, 793, 827, 865]
237036	"""Fluffernutter Cupcakes"""	"[""Preheat oven to 350 degrees F (175 degrees C). Line 12 muffin cups with paper liners."", ""Sift flour, baking powder, baking soda, and salt together in a bowl."", ""Beat brown sugar, peanut butter, and 2 tablespoons butter together in a bowl using an electric mixer on medium speed until creamy, about 1 minute. Beat banana, eggs, and 1 1/2 teaspoons vanilla extract into creamed peanut butter mixture until incorporated, about 1 minute."", ""Beat flour mixture, alternating with 1/2 cup milk, into creamed peanut butter mixture until batter is well combined; pour into muffin cups."", ""Bake in the preheated oven until a toothpick inserted in the center of a cake comes out with moist crumbs, 20 to 23 minutes. Cool cupcakes in the tin for 15 minutes before transferring to a wire rack to cool completely."", ""Beat marshmallow fluff, 2 tablespoons butter, shortening, and 1 teaspoon vanilla extract together in a bowl using an electric mixer until smooth. Gradually beat confectioners' sugar, alternating with 2 tablespoons milk, into marshmallow mixture until desired thickness is reached; chill in refrigerator until thickened, about 15 minutes."", ""Spread frosting over cupcakes or pipe through a pastry bag.""]"	"""Preheat oven to 350 degrees F (175 degrees C). Line 12 muffin cups with paper liners. Sift flour, baking powder, baking soda, and salt together in a bowl. Beat brown sugar, peanut butter, and 2 tablespoons butter together in a bowl using an electric mixer on medium speed until creamy, about 1 minute. Beat banana, eggs, and 1 1/2 teaspoons vanilla extract into creamed peanut butter mixture until incorporated, about 1 minute. Beat flour mixture, alternating with 1/2 cup milk, into creamed peanut butter mixture until batter is well combined; pour into muffin cups. Bake in the preheated oven until a toothpick inserted in the center of a cake comes out with moist crumbs, 20 to 23 minutes. Cool cupcakes in the tin for 15 minutes before transferring to a wire rack to cool completely. Beat marshmallow fluff, 2 tablespoons butter, shortening, and 1 teaspoon vanilla extract together in a bowl using an electric mixer until smooth. Gradually beat confectioners' sugar, alternating with 2 tablespoons milk, into marshmallow mixture until desired thickness is reached; chill in refrigerator until thickened, about 15 minutes. Spread frosting over cupcakes or pipe through a pastry bag. """	[85, 154, 427, 567, 787, 1125]
38828	"""Baked Orange Roughy Italian-Style"""	"[""Preheat oven to 400 degrees F (200 degrees C). Coat a medium baking dish with non-stick cooking spray."", ""In a shallow bowl, mix bread crumbs, Parmesan cheese, Romano cheese, garlic powder, and salt."", ""Brush both sides of orange roughy fillets with butter, and dredge in the bread crumb mixture. Arrange fillets in a single layer in the prepared baking dish, and sprinkle with parsley."", ""Bake in preheated oven 10 to 15 minutes, or until the fish flakes easily with a fork.""]"	"""Preheat oven to 400 degrees F (200 degrees C). Coat a medium baking dish with non-stick cooking spray. In a shallow bowl, mix bread crumbs, Parmesan cheese, Romano cheese, garlic powder, and salt. Brush both sides of orange roughy fillets with butter, and dredge in the bread crumb mixture. Arrange fillets in a single layer in the prepared baking dish, and sprinkle with parsley. Bake in preheated oven 10 to 15 minutes, or until the fish flakes easily with a fork. """	[102, 196, 380]
230353	"""Dijon Lemon Grilled Chicken"""	"[""Mix olive oil, lemon juice, Dijon mustard, mustard seeds, honey, black pepper, and allspice together in a bowl."", ""Cut small slits in a crosswise-pattern in each chicken breast to help the mustard marinade soak into the chicken. Add chicken to the mustard marinade; toss to coat. Cover bowl with plastic wrap and refrigerate for 6 hours."", ""Remove chicken from marinade and sprinkle with salt. Discard the leftover marinade."", ""Lightly oil a grill pan and place over medium-high heat."", ""Cook chicken in the grill pan until no longer pink in the center and juices run clear, about 7 minutes per side.""]"	"""Mix olive oil, lemon juice, Dijon mustard, mustard seeds, honey, black pepper, and allspice together in a bowl. Cut small slits in a crosswise-pattern in each chicken breast to help the mustard marinade soak into the chicken. Add chicken to the mustard marinade; toss to coat. Cover bowl with plastic wrap and refrigerate for 6 hours. Remove chicken from marinade and sprinkle with salt. Discard the leftover marinade. Lightly oil a grill pan and place over medium-high heat. Cook chicken in the grill pan until no longer pink in the center and juices run clear, about 7 minutes per side. """	[111, 334, 418, 475]
218988	"""Perfect Creme Brulee"""	"[""Preheat oven to 300 degrees F (150 degrees C). Move a rack to the bottom of the oven."", ""Whisk the egg yolks, sugar, and vanilla together in a stainless steel bowl until smooth. Bring the cream just to a simmer in a saucepan over medium-low heat; pour into the egg yolk mixture, whisking continually until combined."", ""Bring a couple of inches of water to a simmer in an oven-safe saucepan over medium low heat; set the bowl with the cream mixture over the saucepan to form a double boiler."", ""Place the entire double boiler into the preheated oven; bake until the mixture sets, about 30 minutes."", ""Chill in refrigerator 2 hours."", ""Preheat the oven's broiler and set the oven rack about 6 inches from the heat source."", ""Combine the brown sugar with 2 tablespoons of white sugar in a bowl; sprinkle evenly over the cold creme."", ""Heat under the preheated broiler until the sugar melts and browns, 2 to 3 minutes; return immediately to the refrigerator and chill until the sugar is set, about 15 minutes.""]"	"""Preheat oven to 300 degrees F (150 degrees C). Move a rack to the bottom of the oven. Whisk the egg yolks, sugar, and vanilla together in a stainless steel bowl until smooth. Bring the cream just to a simmer in a saucepan over medium-low heat; pour into the egg yolk mixture, whisking continually until combined. Bring a couple of inches of water to a simmer in an oven-safe saucepan over medium low heat; set the bowl with the cream mixture over the saucepan to form a double boiler. Place the entire double boiler into the preheated oven; bake until the mixture sets, about 30 minutes. Chill in refrigerator 2 hours. Preheat the oven's broiler and set the oven rack about 6 inches from the heat source. Combine the brown sugar with 2 tablespoons of white sugar in a bowl; sprinkle evenly over the cold creme. Heat under the preheated broiler until the sugar melts and browns, 2 to 3 minutes; return immediately to the refrigerator and chill until the sugar is set, about 15 minutes. """	[85, 312, 484, 587, 618, 704, 810]
272856	"""Baked Chicken Thighs"""	"[""Preheat the oven to 375 degrees F (190 degrees C). Line a rimmed baking sheet with parchment paper."", ""Combine flour, 1/3 teaspoon kosher salt, and 2/3 teaspoon black pepper in a shallow bowl."", ""Combine eggs, milk, Sriracha sauce, 1/3 teaspoon kosher salt, and 1/3 teaspoon black pepper in a shallow bowl."", ""Combine panko bread crumbs, 1/3 teaspoon kosher salt, 1/3 teaspoon black pepper paprika, garlic powder, and granulated onion in a shallow bowl."", ""Dredge chicken thighs first in flour mixture, then egg mixture, and finally in panko mixture, shaking off excess after each step. Place coated chicken thighs onto the prepared baking sheet, skin-side up."", ""Bake in the preheated oven until chicken is no longer pink at the bone and the juices run clear, about 45 minutes. An instant-read thermometer inserted near the bone should read 165 degrees F (74 degrees C).""]"	"""Preheat the oven to 375 degrees F (190 degrees C). Line a rimmed baking sheet with parchment paper. Combine flour, 1/3 teaspoon kosher salt, and 2/3 teaspoon black pepper in a shallow bowl. Combine eggs, milk, Sriracha sauce, 1/3 teaspoon kosher salt, and 1/3 teaspoon black pepper in a shallow bowl. Combine panko bread crumbs, 1/3 teaspoon kosher salt, 1/3 teaspoon black pepper paprika, garlic powder, and granulated onion in a shallow bowl. Dredge chicken thighs first in flour mixture, then egg mixture, and finally in panko mixture, shaking off excess after each step. Place coated chicken thighs onto the prepared baking sheet, skin-side up. Bake in the preheated oven until chicken is no longer pink at the bone and the juices run clear, about 45 minutes. An instant-read thermometer inserted near the bone should read 165 degrees F (74 degrees C). """	[99, 189, 300, 444, 648]
283961	"""Pull-Apart Bread with Pepperoni and Mozzarella"""	"[""Preheat the oven to 350 degrees F (175 degrees C)."", ""Cut 5 deep vertical slices into the rolls, making sure to leave the roll connected."", ""Fold pepperoni in half and stuff each pepperoni into the vertical slices. Slice each piece of mozzarella cheese in half, and stuff into the vertical slices. Drizzle rolls with olive oil and sprinkle with Italian herbs and garlic."", ""Bake in the preheated oven until mozzarella has melted, about 12 minutes.""]"	"""Preheat the oven to 350 degrees F (175 degrees C). Cut 5 deep vertical slices into the rolls, making sure to leave the roll connected. Fold pepperoni in half and stuff each pepperoni into the vertical slices. Slice each piece of mozzarella cheese in half, and stuff into the vertical slices. Drizzle rolls with olive oil and sprinkle with Italian herbs and garlic. Bake in the preheated oven until mozzarella has melted, about 12 minutes. """	[50, 134, 364]
24754	"""Stuffed Potatoes"""	"[""Preheat oven to 350 degrees F (175 degrees C)."", ""Bake potatoes in preheated oven for 45 minutes, or until cooked through."", ""Slice tops off of potatoes and scoop the flesh into a large bowl, leaving skins intact."", ""To the potato flesh add the cheese and dip. Mix well and spoon mixture into potato skins."", ""Bake for another 30 minutes, or until heated through.""]"	"""Preheat oven to 350 degrees F (175 degrees C). Bake potatoes in preheated oven for 45 minutes, or until cooked through. Slice tops off of potatoes and scoop the flesh into a large bowl, leaving skins intact. To the potato flesh add the cheese and dip. Mix well and spoon mixture into potato skins. Bake for another 30 minutes, or until heated through. """	[46, 119, 207, 297]
239794	"""Oreo&reg; Mini Cheesecakes"""	"[""Move oven rack to middle tier and preheat oven to 350 degrees F (175 degrees C). Line 24 mini-muffin cups with miniature paper liners."", ""Beat cream cheese, eggs, and sugar together in a bowl until smooth."", ""Put 1 cookie into the bottom of each paper liner. Spoon the cream cheese mixture atop the cookies."", ""Bake in preheated oven until nearly set in the middle, about 15 minutes."", ""Move tins to a wire rack to cool slightly before refrigerating until the cheesecake layer sets firmly, about 3 hours.""]"	"""Move oven rack to middle tier and preheat oven to 350 degrees F (175 degrees C). Line 24 mini-muffin cups with miniature paper liners. Beat cream cheese, eggs, and sugar together in a bowl until smooth. Put 1 cookie into the bottom of each paper liner. Spoon the cream cheese mixture atop the cookies. Bake in preheated oven until nearly set in the middle, about 15 minutes. Move tins to a wire rack to cool slightly before refrigerating until the cheesecake layer sets firmly, about 3 hours. """	[134, 202, 301, 374]
220519	"""Irish Shepherd's Pie"""	"[""Preheat the oven to 375 degrees F (190 degrees C)."", ""Place olive oil and butter in Dutch oven over medium heat. Stir in onion and ground lamb; brown the meat, breaking it up into small crumbles as it cooks, about 10 minutes."", ""Stir in flour until incorporated, then mix in salt, black pepper, rosemary, paprika, cinnamon, ketchup, and garlic; cook and stir until garlic is fragrant, 2 to 3 minutes."", ""Stir in water and scrape up any brown bits from the bottom of the Dutch oven. Reduce heat to medium-low and bring mixture to a simmer; cook and stir until thick, about 5-6 minutes."", ""Remove lamb mixture from heat and stir in peas and carrots until combined."", ""Spread lamb mixture into the bottom of a 9x13-inch baking dish and set aside."", ""Place potatoes into a large pan of salted water. Bring to a boil, reduce heat to medium, and cook until tender, about 15 minutes. Drain well and return potatoes to pan."", ""Mash butter, cayenne pepper, cream cheese, and Irish cheese into the potatoes. Mash until combined and potatoes are smooth. Season to taste with salt and black pepper."", ""Whisk together egg yolk and milk in a small bowl; stir into the mashed potato mixture."", ""Top the lamb mixture in the baking dish with the mashed potatoes and spread evenly to cover."", ""Bake in the preheated oven until the top is golden brown and sauce is bubbling up around the edges, 25 to 30 minutes.""]"	"""Preheat the oven to 375 degrees F (190 degrees C). Place olive oil and butter in Dutch oven over medium heat. Stir in onion and ground lamb; brown the meat, breaking it up into small crumbles as it cooks, about 10 minutes. Stir in flour until incorporated, then mix in salt, black pepper, rosemary, paprika, cinnamon, ketchup, and garlic; cook and stir until garlic is fragrant, 2 to 3 minutes. Stir in water and scrape up any brown bits from the bottom of the Dutch oven. Reduce heat to medium-low and bring mixture to a simmer; cook and stir until thick, about 5-6 minutes. Remove lamb mixture from heat and stir in peas and carrots until combined. Spread lamb mixture into the bottom of a 9x13-inch baking dish and set aside. Place potatoes into a large pan of salted water. Bring to a boil, reduce heat to medium, and cook until tender, about 15 minutes. Drain well and return potatoes to pan. Mash butter, cayenne pepper, cream cheese, and Irish cheese into the potatoes. Mash until combined and potatoes are smooth. Season to taste with salt and black pepper. Whisk together egg yolk and milk in a small bowl; stir into the mashed potato mixture. Top the lamb mixture in the baking dish with the mashed potatoes and spread evenly to cover. Bake in the preheated oven until the top is golden brown and sauce is bubbling up around the edges, 25 to 30 minutes. """	[50, 222, 394, 575, 650, 728, 897, 1065, 1152, 1245]
244873	"""Millet Mung Bean Main Dish"""	"[""Bring 4 cups water and mung beans to a boil in a pot; cover, reduce heat to medium-low, and simmer until beans are tender, 45 to 60 minutes."", ""Bring 5 cups water and millet to a boil in a separate pot; cover, reduce heat to medium-low, and simmer until water is absorbed and millet is tender, 10 to 20 minutes."", ""Heat oil in a skillet over medium heat; cook and stir onion, green bell pepper, celery, carrot, parsley, garlic, ginger, basil, oregano, cumin, curry powder, and cayenne pepper until vegetables are slightly tender, 5 to 10 minutes. Stir tomatoes, salt, and pepper into vegetable mixture."", ""Mix mung beans, millet, and Cheddar cheese into vegetable mixture; cook and stir until cheese is melted, 2 to 3 minutes.""]"	"""Bring 4 cups water and mung beans to a boil in a pot; cover, reduce heat to medium-low, and simmer until beans are tender, 45 to 60 minutes. Bring 5 cups water and millet to a boil in a separate pot; cover, reduce heat to medium-low, and simmer until water is absorbed and millet is tender, 10 to 20 minutes. Heat oil in a skillet over medium heat; cook and stir onion, green bell pepper, celery, carrot, parsley, garlic, ginger, basil, oregano, cumin, curry powder, and cayenne pepper until vegetables are slightly tender, 5 to 10 minutes. Stir tomatoes, salt, and pepper into vegetable mixture. Mix mung beans, millet, and Cheddar cheese into vegetable mixture; cook and stir until cheese is melted, 2 to 3 minutes. """	[140, 308, 596]
20037	"""Banana Cream Pie IV"""	"[""Place banana slices in bottom of pie crust."", ""In a large bowl, combine milk, pudding mixes and cinnamon. Beat with wire whisk for 1 minute."", ""Gently stir in whipped topping to pudding, then spoon mixture into pie crust."", ""Cover and refrigerate for 4 hours until pie is set up. When pie is ready serve with caramel topping.""]"	"""Place banana slices in bottom of pie crust. In a large bowl, combine milk, pudding mixes and cinnamon. Beat with wire whisk for 1 minute. Gently stir in whipped topping to pudding, then spoon mixture into pie crust. Cover and refrigerate for 4 hours until pie is set up. When pie is ready serve with caramel topping. """	[43, 137, 215]
282487	"""Rotisserie Chicken Tortilla Soup"""	"[""Preheat the oven to 400 degrees F (200 degrees C)."", ""Combine chicken broth, chicken, black beans, corn, and salsa in a pot over medium-high heat; bring to a boil. Reduce heat and simmer, stirring occasionally, for 10 minutes."", ""Meanwhile, slice tortillas into 1/4-inch strips and spread on a baking sheet."", ""Bake in the preheated oven until golden brown, about 5 minutes."", ""Stir cilantro into soup. Ladle into bowls and top with tortilla strips.""]"	"""Preheat the oven to 400 degrees F (200 degrees C). Combine chicken broth, chicken, black beans, corn, and salsa in a pot over medium-high heat; bring to a boil. Reduce heat and simmer, stirring occasionally, for 10 minutes. Meanwhile, slice tortillas into 1/4-inch strips and spread on a baking sheet. Bake in the preheated oven until golden brown, about 5 minutes. Stir cilantro into soup. Ladle into bowls and top with tortilla strips. """	[50, 223, 301, 365]
221101	"""Best Ever Strawberry Cake"""	"[""Preheat oven to 350 degrees F (175 degrees C)."", ""Grease and flour two 8-inch cake pans."", ""Mix pureed strawberries, milk, eggs, and 1 tablespoon vanilla extract together in a small bowl; transfer to the bowl of a stand mixer."", ""Beat flour, white sugar, baking powder, and salt into strawberry mixture on Low; add butter and continue beating on Low until evenly combined."", ""Stop mixer, scrape sides, and beat again for about 30 seconds."", ""Divide batter evenly between the two prepared cake pans."", ""Bake in the preheated oven until a toothpick inserted into the center of each cake comes out clean, about 25 minutes. Cool the cakes in the pans for about 10 minutes; transfer to wire racks to completely cool, about 30 minutes."", ""Beat cream cheese and butter together in a medium bowl until smooth. Gradually beat confectioners' sugar into cream cheese mixture until creamy and fluffy; stir in 1 teaspoon vanilla extract."", ""Spread about 1/2 the frosting on top of 1 cake. Place second cake on top of frosting layer; spread the remaining frosting on top of second cake and around sides of both cakes.""]"	"""Preheat oven to 350 degrees F (175 degrees C). Grease and flour two 8-inch cake pans. Mix pureed strawberries, milk, eggs, and 1 tablespoon vanilla extract together in a small bowl; transfer to the bowl of a stand mixer. Beat flour, white sugar, baking powder, and salt into strawberry mixture on Low; add butter and continue beating on Low until evenly combined. Stop mixer, scrape sides, and beat again for about 30 seconds. Divide batter evenly between the two prepared cake pans. Bake in the preheated oven until a toothpick inserted into the center of each cake comes out clean, about 25 minutes. Cool the cakes in the pans for about 10 minutes; transfer to wire racks to completely cool, about 30 minutes. Beat cream cheese and butter together in a medium bowl until smooth. Gradually beat confectioners' sugar into cream cheese mixture until creamy and fluffy; stir in 1 teaspoon vanilla extract. Spread about 1/2 the frosting on top of 1 cake. Place second cake on top of frosting layer; spread the remaining frosting on top of second cake and around sides of both cakes. """	[46, 85, 220, 363, 426, 483, 711, 903]
222322	"""Butternut Squash and Pecan Casserole"""	"[""Preheat oven to 350 degrees F (175 degrees C)."", ""Mix butternut squash, onion, mayonnaise, Cheddar cheese, sugar, and egg in a casserole dish."", ""Combine cracker crumbs, pecans, and sunflower seeds in a bowl; sprinkle over squash mixture. Pour melted butter over crumb topping."", ""Bake in the preheated oven until casserole is bubbling and crumb topping is browned, about 45 minutes.""]"	"""Preheat oven to 350 degrees F (175 degrees C). Mix butternut squash, onion, mayonnaise, Cheddar cheese, sugar, and egg in a casserole dish. Combine cracker crumbs, pecans, and sunflower seeds in a bowl; sprinkle over squash mixture. Pour melted butter over crumb topping. Bake in the preheated oven until casserole is bubbling and crumb topping is browned, about 45 minutes. """	[46, 139, 271]
